customerId,ms,groupSize,rg,rb,userVectorFirstEle,lastGroupVectorFirstEle
1.0,20.872399,2.0,0.9,0.9,1.0,1.0
1.0,0.345874,2.0,0.9,0.9,0.95,0.95
1.0,3.988236,2.0,0.9,0.9,0.9275,1.0
1.0,0.551752,2.0,0.9,0.9,0.9024999999999999,0.95
1.0,0.309327,2.0,0.9,0.9,0.8748333333333334,1.0
1.0,0.363698,2.0,0.9,0.9,0.8581666666666667,0.95
1.0,0.285552,2.0,0.9,0.9,0.8292625,1.0
1.0,0.706292,2.0,0.9,0.9,0.8167625000000001,0.95
1.0,0.20564,2.0,0.9,0.9,0.7880690000000001,1.0
1.0,0.282136,2.0,0.9,0.9,0.7780690000000001,0.95
1.0,0.202009,2.0,0.9,0.9,0.7502184166666668,1.0
1.0,0.379372,2.0,0.9,0.9,0.7418850833333335,0.95
1.0,0.294207,2.0,0.9,0.9,0.7151684928571431,1.0
1.0,0.253859,2.0,0.9,0.9,0.708025635714286,0.95
1.0,0.261813,2.0,0.9,0.9,0.6825701881250003,1.0
1.0,2.109193,2.0,0.9,0.9,0.6763201881250003,0.95
1.0,0.700824,2.0,0.9,0.9,0.6521672616111114,1.0
1.0,0.399781,2.0,0.9,0.9,0.6466117060555558,0.95
1.0,0.275372,2.0,0.9,0.9,0.6237554819050002,1.0
1.0,0.316112,2.0,0.9,0.9,0.6187554819050002,0.95
1.0,0.162455,2.0,0.9,0.9,0.5971635761040911,1.0
1.0,0.558392,2.0,0.9,0.9,0.5926181215586365,0.95
1.0,0.224282,2.0,0.9,0.9,0.5722432836192084,1.0
1.0,0.193694,2.0,0.9,0.9,0.5680766169525416,0.95
1.0,0.18641,2.0,0.9,0.9,0.5488636510067268,1.0
1.0,0.382533,2.0,0.9,0.9,0.545017497160573,0.95
1.0,0.228644,2.0,0.9,0.9,0.5269074797699075,1.0
1.0,0.297992,2.0,0.9,0.9,0.5233360511984789,0.95
1.0,0.170638,2.0,0.9,0.9,0.506268949673389,1.0
1.0,0.500022,2.0,0.9,0.9,0.5029356163400557,0.95
1.0,0.163097,2.0,0.9,0.9,0.486851926286922,1.0
1.0,0.208554,2.0,0.9,0.9,0.48372692628692193,0.95
1.0,0.386287,2.0,0.9,0.9,0.4685686905018633,1.0
1.0,0.40303,2.0,0.9,0.9,0.465627514031275,0.95
1.0,0.335022,2.0,0.9,0.9,0.45133894248213935,1.0
1.0,0.276576,2.0,0.9,0.9,0.4485611647043616,0.95
1.0,0.231383,2.0,0.9,0.9,0.43508899306371884,1.0
1.0,0.192958,2.0,0.9,0.9,0.4324574141163504,0.95
1.0,0.219034,2.0,0.9,0.9,0.4197510890694796,1.0
1.0,0.220631,2.0,0.9,0.9,0.4172510890694796,0.95
1.0,0.160353,2.0,0.9,0.9,0.4052628382500301,1.0
1.0,0.249906,2.0,0.9,0.9,0.40288188586907775,0.95
1.0,0.187536,2.0,0.9,0.9,0.39156671104207136,1.0
1.0,0.286386,2.0,0.9,0.9,0.38929398376934404,0.95
1.0,0.206837,2.0,0.9,0.9,0.37860960341882666,1.0
1.0,0.242434,2.0,0.9,0.9,0.3764356903753484,0.95
1.0,0.166075,2.0,0.9,0.9,0.3663424496154047,1.0
1.0,0.170531,2.0,0.9,0.9,0.36425911628207136,0.95
1.0,0.159893,2.0,0.9,0.9,0.35471987646770964,1.0
1.0,0.25913,2.0,0.9,0.9,0.35271987646770964,0.95
1.0,0.200101,2.0,0.9,0.9,0.3436998930970564,1.0
1.0,0.190446,2.0,0.9,0.9,0.3417768161739795,0.95
1.0,0.149549,2.0,0.9,0.9,0.3332436110544859,1.0
1.0,0.16433,2.0,0.9,0.9,0.33139175920263403,0.95
1.0,0.18786,2.0,0.9,0.9,0.32331499102228595,1.0
1.0,0.280829,2.0,0.9,0.9,0.32152927673657167,0.95
1.0,0.224477,2.0,0.9,0.9,0.31388061288833125,1.0
1.0,0.249818,2.0,0.9,0.9,0.31215647495729676,0.95
1.0,0.128559,2.0,0.9,0.9,0.3049094665461815,1.0
1.0,0.297185,2.0,0.9,0.9,0.30324279987951486,0.95
1.0,0.328574,2.0,0.9,0.9,0.2963727611853839,1.0
1.0,0.18384,2.0,0.9,0.9,0.2947598579595775,0.95
1.0,0.176089,2.0,0.9,0.9,0.28824375115850664,1.0
1.0,0.203687,2.0,0.9,0.9,0.2866812511585066,0.95
1.0,0.236414,2.0,0.9,0.9,0.28049757676863607,1.0
1.0,0.216578,2.0,0.9,0.9,0.2789824252534846,0.95
1.0,0.334825,2.0,0.9,0.9,0.2731111185302498,1.0
1.0,0.206631,2.0,0.9,0.9,0.27164053029495566,0.95
1.0,0.154675,2.0,0.9,0.9,0.2660628636293041,1.0
1.0,0.216311,2.0,0.9,0.9,0.26463429220073265,0.95
1.0,0.527085,2.0,0.9,0.9,0.25933278345341887,1.0
1.0,0.167191,2.0,0.9,0.9,0.25794389456453,0.95
1.0,0.131172,2.0,0.9,0.9,0.25290222118623706,1.0
1.0,0.147767,2.0,0.9,0.9,0.2515508698348857,0.95
1.0,0.163965,2.0,0.9,0.9,0.2467537885658341,1.0
1.0,0.154412,2.0,0.9,0.9,0.2454379990921499,0.95
1.0,0.119271,2.0,0.9,0.9,0.24087127099875708,1.0
1.0,0.241018,2.0,0.9,0.9,0.2395892197167058,0.95
1.0,0.157208,2.0,0.9,0.9,0.23523954030140937,1.0
1.0,0.144623,2.0,0.9,0.9,0.23398954030140937,0.95
1.0,0.136536,2.0,0.9,0.9,0.2298444744109936,1.0
1.0,0.197059,2.0,0.9,0.9,0.22862496221587167,0.95
1.0,0.14511,2.0,0.9,0.9,0.22467288347061107,1.0
1.0,0.18075,2.0,0.9,0.9,0.22348240728013488,0.95
1.0,0.165125,2.0,0.9,0.9,0.21971244174858373,1.0
1.0,0.300563,2.0,0.9,0.9,0.2185496510509093,0.95
1.0,0.13389,2.0,0.9,0.9,0.21495162490159525,1.0
1.0,0.168027,2.0,0.9,0.9,0.21381526126523162,0.95
1.0,0.167139,2.0,0.9,0.9,0.21037965213562607,1.0
1.0,0.196477,2.0,0.9,0.9,0.20926854102451495,0.95
1.0,0.110206,2.0,0.9,0.9,0.20598643285854035,1.0
1.0,0.267807,2.0,0.9,0.9,0.20489947633680122,0.95
1.0,0.166253,2.0,0.9,0.9,0.20176251745411855,1.0
1.0,0.323014,2.0,0.9,0.9,0.2006986876668845,0.95
1.0,0.185313,2.0,0.9,0.9,0.19769905183977532,1.0
1.0,0.194148,2.0,0.9,0.9,0.19665738517310863,0.95
1.0,0.187456,2.0,0.9,0.9,0.193787735499557,1.0
1.0,0.502003,2.0,0.9,0.9,0.1927673273362917,0.95
1.0,0.119902,2.0,0.9,0.9,0.19002078271060927,1.0
1.0,0.161994,2.0,0.9,0.9,0.18902078271060926,0.95
1.0,0.131836,2.0,0.9,0.9,0.18639088670543957,1.0
1.0,0.147797,2.0,0.9,0.9,0.18541049454857683,0.95
1.0,0.129547,2.0,0.9,0.9,0.18289118653422454,1.0
1.0,0.25503,2.0,0.9,0.9,0.18192964807268608,0.95
1.0,0.102076,2.0,0.9,0.9,0.179515236411353,1.0
1.0,0.178027,2.0,0.9,0.9,0.1785718401849379,0.95
1.0,0.110366,2.0,0.9,0.9,0.176256977348547,1.0
1.0,0.312393,2.0,0.9,0.9,0.1753310514226211,0.95
1.0,0.116642,2.0,0.9,0.9,0.17311071089344338,1.0
1.0,0.160551,2.0,0.9,0.9,0.17220161998435246,0.95
1.0,0.175114,2.0,0.9,0.9,0.17007107480759728,1.0
1.0,0.252336,2.0,0.9,0.9,0.16917821766474014,0.95
1.0,0.19018,2.0,0.9,0.9,0.16713302053162984,1.0
1.0,0.33861,2.0,0.9,0.9,0.1662558275491737,0.95
1.0,0.212825,2.0,0.9,0.9,0.16429179229780363,1.0
1.0,0.172761,2.0,0.9,0.9,0.1634297233322864,0.95
1.0,0.146598,2.0,0.9,0.9,0.16154290776178562,1.0
1.0,0.258856,2.0,0.9,0.9,0.16069545013466696,0.95
1.0,0.210506,2.0,0.9,0.9,0.1588821400358469,1.0
1.0,0.200164,2.0,0.9,0.9,0.1580488067025136,0.95
1.0,0.107264,2.0,0.9,0.9,0.1563055010153399,1.0
1.0,0.294174,2.0,0.9,0.9,0.15548582888419238,0.95
1.0,0.138684,2.0,0.9,0.9,0.1538092258990671,1.0
