customerId,ms,groupSize,rg,rb,userVectorFirstEle,lastGroupVectorFirstEle
1.0,17.418409,2.0,0.7,0.9,1.0,1.0
1.0,0.780337,2.0,0.7,0.9,0.95,0.95
1.0,6.066829,2.0,0.7,0.9,0.8325,1.0
1.0,0.722103,2.0,0.7,0.9,0.8075000000000001,0.95
1.0,0.312588,2.0,0.7,0.9,0.7101666666666666,1.0
1.0,0.391071,2.0,0.7,0.9,0.6935,0.95
1.0,0.37044,2.0,0.7,0.9,0.6140875,1.0
1.0,0.593143,2.0,0.7,0.9,0.6015874999999999,0.95
1.0,0.300983,2.0,0.7,0.9,0.536889,1.0
1.0,0.573707,2.0,0.7,0.9,0.5268889999999999,0.95
1.0,0.204674,2.0,0.7,0.9,0.47401858333333324,1.0
1.0,0.307838,2.0,0.7,0.9,0.46568524999999994,0.95
1.0,0.771643,2.0,0.7,0.9,0.4222682928571428,1.0
1.0,0.268339,2.0,0.7,0.9,0.4151254357142857,0.95
1.0,0.271522,2.0,0.7,0.9,0.379264329375,1.0
1.0,0.276977,2.0,0.7,0.9,0.373014329375,0.95
1.0,0.186446,2.0,0.7,0.9,0.34320891605555554,1.0
1.0,0.313231,2.0,0.7,0.9,0.3376533605,0.95
1.0,0.236796,2.0,0.7,0.9,0.312721617115,1.0
1.0,0.763015,2.0,0.7,0.9,0.307721617115,0.95
1.0,0.211702,2.0,0.7,0.9,0.2867319381640909,1.0
1.0,0.210761,2.0,0.7,0.9,0.2821864836186364,0.95
1.0,0.149024,2.0,0.7,0.9,0.2644029936552917,1.0
1.0,0.300571,2.0,0.7,0.9,0.26023632698862503,0.95
1.0,0.153515,2.0,0.7,0.9,0.24507578051572693,1.0
1.0,0.264406,2.0,0.7,0.9,0.2412296266695731,0.95
1.0,0.356424,2.0,0.7,0.9,0.22822782876379394,1.0
1.0,0.665302,2.0,0.7,0.9,0.22465640019236535,0.95
1.0,0.24648,2.0,0.7,0.9,0.213442181459012,1.0
1.0,0.290827,2.0,0.7,0.9,0.21010884812567865,0.95
1.0,0.20628,2.0,0.7,0.9,0.20038393158247658,1.0
1.0,0.207071,2.0,0.7,0.9,0.1972589315824766,0.95
1.0,0.184164,2.0,0.7,0.9,0.18878235492492573,1.0
1.0,0.288671,2.0,0.7,0.9,0.1858411784543375,0.95
1.0,2.216402,2.0,0.7,0.9,0.1784172235337009,1.0
1.0,1.085332,2.0,0.7,0.9,0.17563944575592313,0.95
1.0,0.891622,2.0,0.7,0.9,0.1691082640276122,1.0
1.0,0.286677,2.0,0.7,0.9,0.16647668508024377,0.95
1.0,0.188301,2.0,0.7,0.9,0.1607069955783621,1.0
1.0,0.279917,2.0,0.7,0.9,0.1582069955783621,0.95
1.0,0.183748,2.0,0.7,0.9,0.15309037800462236,1.0
1.0,0.181493,2.0,0.7,0.9,0.15070942562366998,0.95
1.0,0.136427,2.0,0.7,0.9,0.14615584348490676,1.0
1.0,0.5956,2.0,0.7,0.9,0.14388311621217947,0.95
1.0,0.228493,2.0,0.7,0.9,0.13981739085511147,1.0
1.0,0.409952,2.0,0.7,0.9,0.1376434778116332,0.95
1.0,0.187848,2.0,0.7,0.9,0.13400249969863726,1.0
1.0,0.197761,2.0,0.7,0.9,0.13191916636530393,0.95
1.0,0.757875,2.0,0.7,0.9,0.12864967979748423,1.0
1.0,0.263906,2.0,0.7,0.9,0.12664967979748423,0.95
1.0,0.195092,2.0,0.7,0.9,0.1237065152483067,1.0
1.0,0.267623,2.0,0.7,0.9,0.12178343832522978,0.95
1.0,0.303888,2.0,0.7,0.9,0.11912809546367341,1.0
1.0,0.18084,2.0,0.7,0.9,0.11727624361182154,0.95
1.0,0.176315,2.0,0.7,0.9,0.11487575015226525,1.0
1.0,0.334247,2.0,0.7,0.9,0.11309003586655096,0.95
1.0,0.144085,2.0,0.7,0.9,0.11091602424084133,1.0
1.0,0.224473,2.0,0.7,0.9,0.10919188630980685,0.95
1.0,0.213717,2.0,0.7,0.9,0.10721984306963597,1.0
1.0,0.204185,2.0,0.7,0.9,0.1055531764029693,0.95
1.0,0.207542,2.0,0.7,0.9,0.10376182917620501,1.0
1.0,0.149714,2.0,0.7,0.9,0.10214892595039857,0.95
1.0,0.123551,2.0,0.7,0.9,0.10051974041011402,1.0
1.0,0.229294,2.0,0.7,0.9,0.09895724041011403,0.95
1.0,0.247491,2.0,0.7,0.9,0.09747400561171375,1.0
1.0,0.23948,2.0,0.7,0.9,0.09595885409656224,0.95
1.0,0.20735,2.0,0.7,0.9,0.09460733910678198,1.0
1.0,0.210128,2.0,0.7,0.9,0.09313675087148787,0.95
1.0,0.204043,2.0,0.7,0.9,0.09190441916404032,1.0
1.0,0.306505,2.0,0.7,0.9,0.09047584773546889,0.95
1.0,0.260093,2.0,0.7,0.9,0.08935161859774966,1.0
1.0,0.368116,2.0,0.7,0.9,0.08796272970886078,0.95
1.0,0.148714,2.0,0.7,0.9,0.08693677807198086,1.0
1.0,0.17527,2.0,0.7,0.9,0.0855854267206295,0.95
1.0,0.34844,2.0,0.7,0.9,0.084649014528008,1.0
1.0,0.243194,2.0,0.7,0.9,0.08333322505432378,0.95
1.0,0.156421,2.0,0.7,0.9,0.08247855862679518,1.0
1.0,0.179959,2.0,0.7,0.9,0.0811965073447439,0.95
1.0,0.147128,2.0,0.7,0.9,0.0804166162627877,1.0
1.0,0.314033,2.0,0.7,0.9,0.0791666162627877,0.95
1.0,0.121532,2.0,0.7,0.9,0.07845525013068427,1.0
1.0,0.14184,2.0,0.7,0.9,0.07723573793556232,0.95
1.0,0.545138,2.0,0.7,0.9,0.0765872780654914,1.0
1.0,0.233566,2.0,0.7,0.9,0.07539680187501521,0.95
1.0,0.13312,2.0,0.7,0.9,0.07480618546803366,1.0
1.0,0.331242,2.0,0.7,0.9,0.07364339477035925,0.95
1.0,0.134864,2.0,0.7,0.9,0.07310604960426849,1.0
1.0,0.271538,2.0,0.7,0.9,0.07196968596790485,0.95
1.0,0.14773,2.0,0.7,0.9,0.07148147395136598,1.0
1.0,0.148585,2.0,0.7,0.9,0.07037036284025486,0.95
1.0,0.130011,2.0,0.7,0.9,0.0699275310753919,1.0
1.0,0.185308,2.0,0.7,0.9,0.06884057455365276,0.95
1.0,0.120474,2.0,0.7,0.9,0.06843971277931105,1.0
1.0,0.174786,2.0,0.7,0.9,0.067375882992077,0.95
1.0,0.104183,2.0,0.7,0.9,0.06701388646748611,1.0
1.0,0.276688,2.0,0.7,0.9,0.06597221980081945,0.95
1.0,0.193001,2.0,0.7,0.9,0.06564625684301088,1.0
