customerId,ms,groupSize,rg,rb,userVectorFirstEle
1.0,24.841606,2.0,0.7,0.9,1.0
1.0,0.374181,2.0,0.7,0.9,0.95
1.0,9.385191,2.0,0.7,0.9,0.8325
1.0,0.304194,2.0,0.7,0.9,0.8075000000000001
1.0,0.237095,2.0,0.7,0.9,0.7101666666666666
1.0,0.335528,2.0,0.7,0.9,0.6935
1.0,0.269327,2.0,0.7,0.9,0.6140875
1.0,0.517505,2.0,0.7,0.9,0.6015874999999999
1.0,0.40544,2.0,0.7,0.9,0.536889
1.0,0.325916,2.0,0.7,0.9,0.5268889999999999
1.0,0.597247,2.0,0.7,0.9,0.47401858333333324
1.0,0.38232,2.0,0.7,0.9,0.46568524999999994
1.0,0.326764,2.0,0.7,0.9,0.4222682928571428
1.0,0.535277,2.0,0.7,0.9,0.4151254357142857
1.0,0.262311,2.0,0.7,0.9,0.379264329375
1.0,0.293099,2.0,0.7,0.9,0.373014329375
1.0,0.296398,2.0,0.7,0.9,0.34320891605555554
1.0,0.261917,2.0,0.7,0.9,0.3376533605
1.0,0.301471,2.0,0.7,0.9,0.312721617115
1.0,0.246348,2.0,0.7,0.9,0.307721617115
1.0,2.283123,2.0,0.7,0.9,0.2867319381640909
1.0,0.33658,2.0,0.7,0.9,0.2821864836186364
1.0,0.564971,2.0,0.7,0.9,0.2644029936552917
1.0,0.279627,2.0,0.7,0.9,0.26023632698862503
1.0,0.164249,2.0,0.7,0.9,0.24507578051572693
1.0,0.601047,2.0,0.7,0.9,0.2412296266695731
1.0,0.238521,2.0,0.7,0.9,0.22822782876379394
1.0,0.266509,2.0,0.7,0.9,0.22465640019236535
1.0,0.222903,2.0,0.7,0.9,0.213442181459012
1.0,0.178285,2.0,0.7,0.9,0.21010884812567865
1.0,0.190121,2.0,0.7,0.9,0.20038393158247658
1.0,0.238174,2.0,0.7,0.9,0.1972589315824766
1.0,0.499533,2.0,0.7,0.9,0.18878235492492573
1.0,0.196634,2.0,0.7,0.9,0.1858411784543375
1.0,0.31666,2.0,0.7,0.9,0.1784172235337009
1.0,0.284982,2.0,0.7,0.9,0.17563944575592313
1.0,1.099611,2.0,0.7,0.9,0.1691082640276122
1.0,0.240352,2.0,0.7,0.9,0.16647668508024377
1.0,0.172215,2.0,0.7,0.9,0.1607069955783621
1.0,0.21512,2.0,0.7,0.9,0.1582069955783621
1.0,0.233975,2.0,0.7,0.9,0.15309037800462236
1.0,0.250987,2.0,0.7,0.9,0.15070942562366998
1.0,0.385192,2.0,0.7,0.9,0.14615584348490676
1.0,0.185341,2.0,0.7,0.9,0.14388311621217947
1.0,0.128591,2.0,0.7,0.9,0.13981739085511147
1.0,0.384084,2.0,0.7,0.9,0.1376434778116332
1.0,0.185423,2.0,0.7,0.9,0.13400249969863726
1.0,0.2,2.0,0.7,0.9,0.13191916636530393
1.0,0.160719,2.0,0.7,0.9,0.12864967979748423
1.0,0.23096,2.0,0.7,0.9,0.12664967979748423
1.0,0.249412,2.0,0.7,0.9,0.1237065152483067
1.0,0.15781,2.0,0.7,0.9,0.12178343832522978
1.0,0.152176,2.0,0.7,0.9,0.11912809546367341
1.0,0.241471,2.0,0.7,0.9,0.11727624361182154
1.0,0.175719,2.0,0.7,0.9,0.11487575015226525
1.0,1.867332,2.0,0.7,0.9,0.11309003586655096
1.0,0.244723,2.0,0.7,0.9,0.11091602424084133
1.0,0.163255,2.0,0.7,0.9,0.10919188630980685
1.0,0.160222,2.0,0.7,0.9,0.10721984306963597
1.0,0.205179,2.0,0.7,0.9,0.1055531764029693
1.0,0.182932,2.0,0.7,0.9,0.10376182917620501
1.0,0.158545,2.0,0.7,0.9,0.10214892595039857
1.0,0.112433,2.0,0.7,0.9,0.10051974041011402
1.0,1.536041,2.0,0.7,0.9,0.09895724041011403
1.0,0.314822,2.0,0.7,0.9,0.09747400561171375
1.0,0.235633,2.0,0.7,0.9,0.09595885409656224
1.0,0.140647,2.0,0.7,0.9,0.09460733910678198
1.0,0.131533,2.0,0.7,0.9,0.09313675087148787
1.0,0.120511,2.0,0.7,0.9,0.09190441916404032
1.0,0.248253,2.0,0.7,0.9,0.09047584773546889
1.0,0.176471,2.0,0.7,0.9,0.08935161859774966
1.0,0.306747,2.0,0.7,0.9,0.08796272970886078
1.0,0.206253,2.0,0.7,0.9,0.08693677807198086
1.0,0.25242,2.0,0.7,0.9,0.0855854267206295
1.0,0.730098,2.0,0.7,0.9,0.084649014528008
1.0,0.30913,2.0,0.7,0.9,0.08333322505432378
1.0,0.269494,2.0,0.7,0.9,0.08247855862679518
1.0,0.216277,2.0,0.7,0.9,0.0811965073447439
1.0,0.286434,2.0,0.7,0.9,0.0804166162627877
1.0,0.21839,2.0,0.7,0.9,0.0791666162627877
1.0,0.627297,2.0,0.7,0.9,0.07845525013068427
1.0,0.185529,2.0,0.7,0.9,0.07723573793556232
1.0,0.24421,2.0,0.7,0.9,0.0765872780654914
1.0,0.141454,2.0,0.7,0.9,0.07539680187501521
1.0,0.150055,2.0,0.7,0.9,0.07480618546803366
1.0,0.222991,2.0,0.7,0.9,0.07364339477035925
1.0,0.188847,2.0,0.7,0.9,0.07310604960426849
1.0,0.231367,2.0,0.7,0.9,0.07196968596790485
1.0,0.192559,2.0,0.7,0.9,0.07148147395136598
1.0,1.190823,2.0,0.7,0.9,0.07037036284025486
1.0,0.156419,2.0,0.7,0.9,0.0699275310753919
1.0,0.216652,2.0,0.7,0.9,0.06884057455365276
1.0,0.110714,2.0,0.7,0.9,0.06843971277931105
1.0,1.01636,2.0,0.7,0.9,0.067375882992077
1.0,0.767256,2.0,0.7,0.9,0.06701388646748611
1.0,0.338534,2.0,0.7,0.9,0.06597221980081945
1.0,0.173257,2.0,0.7,0.9,0.06564625684301088
1.0,0.241453,2.0,0.7,0.9,0.06462584867974558
1.0,0.167334,2.0,0.7,0.9,0.06433333219430547
1.0,0.187738,2.0,0.7,0.9,0.06333333219430547
1.0,0.450759,2.0,0.7,0.9,0.06307189464315081
1.0,0.37628,2.0,0.7,0.9,0.06209150248628807
1.0,0.284982,2.0,0.7,0.9,0.061858973822317004
1.0,0.301769,2.0,0.7,0.9,0.06089743536077853
1.0,0.126081,2.0,0.7,0.9,0.06069182353079884
1.0,0.783095,2.0,0.7,0.9,0.05974842730438375
1.0,0.099975,2.0,0.7,0.9,0.05956790098134512
1.0,0.15569,2.0,0.7,0.9,0.058641975055419196
1.0,0.152842,2.0,0.7,0.9,0.05848484831081537
1.0,0.166056,2.0,0.7,0.9,0.05757575740172447
1.0,0.116747,2.0,0.7,0.9,0.05744047607082843
1.0,0.176659,2.0,0.7,0.9,0.056547618927971284
1.0,0.120806,2.0,0.7,0.9,0.05643274845572761
1.0,0.175245,2.0,0.7,0.9,0.05555555547327147
1.0,0.139455,2.0,0.7,0.9,0.05545977005833675
1.0,0.275626,2.0,0.7,0.9,0.05459770109281951
1.0,0.122989,2.0,0.7,0.9,0.054519773972346974
1.0,0.296992,2.0,0.7,0.9,0.05367231634522833
1.0,0.212694,2.0,0.7,0.9,0.05361111108429882
1.0,0.279534,2.0,0.7,0.9,0.05277777775096548
1.0,0.177084,2.0,0.7,0.9,0.05273224041869755
1.0,0.2563,2.0,0.7,0.9,0.051912568287550004
1.0,0.194535,2.0,0.7,0.9,0.051881720417393314
1.0,0.180557,2.0,0.7,0.9,0.05107526880449009
1.0,0.182254,2.0,0.7,0.9,0.05105820104944237
1.0,0.265783,2.0,0.7,0.9,0.050264550255791574
1.0,0.208867,2.0,0.7,0.9,0.05026041666063138
1.0,0.272856,2.0,0.7,0.9,0.049479166660631374
1.0,0.328043,2.0,0.7,0.9,0.049487179483019776
1.0,0.215267,2.0,0.7,0.9,0.04871794871378901
1.0,0.114433,2.0,0.7,0.9,0.048737373734506054
1.0,0.19836,2.0,0.7,0.9,0.04797979797693029
1.0,0.138924,2.0,0.7,0.9,0.048009950246778794
1.0,0.164623,2.0,0.7,0.9,0.047263681590062376
1.0,0.108203,2.0,0.7,0.9,0.04730392156726361
1.0,0.176538,2.0,0.7,0.9,0.046568627449616554
1.0,0.629286,2.0,0.7,0.9,0.04661835748698186
1.0,0.408213,2.0,0.7,0.9,0.045893719805822436
1.0,0.143002,2.0,0.7,0.9,0.045952380951731764
1.0,0.201947,2.0,0.7,0.9,0.04523809523744605
1.0,0.112087,2.0,0.7,0.9,0.04530516431880079
1.0,0.181884,2.0,0.7,0.9,0.04460093896668812
1.0,0.135437,2.0,0.7,0.9,0.04467592592561666
1.0,0.316548,2.0,0.7,0.9,0.043981481481172216
