customerId,ms,groupSize,rg,rb,userVectorFirstEle
1.0,0.399375,2.0,0.7,0.9,1.0
1.0,0.340831,2.0,0.7,0.9,1.0
1.0,0.446869,2.0,0.7,0.9,0.95
1.0,0.847379,2.0,0.7,0.9,0.95
1.0,0.334287,2.0,0.7,0.9,0.95
1.0,3.570437,2.0,0.7,0.9,0.8325
1.0,0.251137,2.0,0.7,0.9,0.8325
1.0,0.216759,2.0,0.7,0.9,0.8325
1.0,0.298338,2.0,0.7,0.9,0.8075000000000001
1.0,0.398472,2.0,0.7,0.9,0.8075000000000001
1.0,0.346029,2.0,0.7,0.9,0.8075000000000001
1.0,0.52421,2.0,0.7,0.9,0.7101666666666666
1.0,0.237829,2.0,0.7,0.9,0.7101666666666666
1.0,0.315788,2.0,0.7,0.9,0.7101666666666666
