batchId,ms,groupSize,rg,rb,userVectorFirstEle
0.0,2205.766991,2.0,0.7,0.9,1.0
1.0,355.779402,2.0,0.7,0.9,0.95
2.0,455.461987,2.0,0.7,0.9,0.8325
3.0,354.700121,2.0,0.7,0.9,0.8075000000000001
4.0,373.526154,2.0,0.7,0.9,0.7101666666666666
5.0,490.969547,2.0,0.7,0.9,0.6935
6.0,344.297569,2.0,0.7,0.9,0.6140875
7.0,341.336703,2.0,0.7,0.9,0.6015874999999999
8.0,320.015968,2.0,0.7,0.9,0.536889
9.0,360.630911,2.0,0.7,0.9,0.5268889999999999
10.0,362.993242,2.0,0.7,0.9,0.47401858333333324
11.0,358.967132,2.0,0.7,0.9,0.46568524999999994
12.0,322.818896,2.0,0.7,0.9,0.4222682928571428
13.0,285.818236,2.0,0.7,0.9,0.4151254357142857
14.0,192.945578,2.0,0.7,0.9,0.379264329375
15.0,325.967445,2.0,0.7,0.9,0.373014329375
16.0,203.794282,2.0,0.7,0.9,0.34320891605555554
17.0,193.797901,2.0,0.7,0.9,0.3376533605
18.0,151.739038,2.0,0.7,0.9,0.312721617115
19.0,193.677403,2.0,0.7,0.9,0.307721617115
20.0,204.019658,2.0,0.7,0.9,0.2867319381640909
21.0,267.282118,2.0,0.7,0.9,0.2821864836186364
22.0,152.589116,2.0,0.7,0.9,0.2644029936552917
23.0,333.282966,2.0,0.7,0.9,0.26023632698862503
24.0,384.740613,2.0,0.7,0.9,0.24507578051572693
25.0,189.322973,2.0,0.7,0.9,0.2412296266695731
26.0,178.729731,2.0,0.7,0.9,0.22822782876379394
27.0,186.256998,2.0,0.7,0.9,0.22465640019236535
28.0,198.539401,2.0,0.7,0.9,0.213442181459012
29.0,180.184515,2.0,0.7,0.9,0.21010884812567865
30.0,201.174197,2.0,0.7,0.9,0.20038393158247658
31.0,188.220378,2.0,0.7,0.9,0.1972589315824766
32.0,183.006908,2.0,0.7,0.9,0.18878235492492573
33.0,167.590619,2.0,0.7,0.9,0.1858411784543375
34.0,252.675598,2.0,0.7,0.9,0.1784172235337009
35.0,154.166563,2.0,0.7,0.9,0.17563944575592313
36.0,250.02227,2.0,0.7,0.9,0.1691082640276122
