batchId,ms,groupSize,rg,rb,userVectorFirstEle,lastGroupVectorFirstEle
0.0,1935.389188,2.0,0.7,0.9,1.0,1.0
1.0,474.517416,2.0,0.7,0.9,0.95,0.95
2.0,406.411893,2.0,0.7,0.9,0.8325,1.0
3.0,445.693554,2.0,0.7,0.9,0.8075000000000001,0.95
4.0,351.117823,2.0,0.7,0.9,0.7101666666666666,1.0
5.0,362.819891,2.0,0.7,0.9,0.6935,0.95
6.0,351.020659,2.0,0.7,0.9,0.6140875,1.0
7.0,384.789488,2.0,0.7,0.9,0.6015874999999999,0.95
8.0,390.647497,2.0,0.7,0.9,0.536889,1.0
9.0,1110.275401,2.0,0.7,0.9,0.5268889999999999,0.95
10.0,394.861837,2.0,0.7,0.9,0.47401858333333324,1.0
11.0,399.857061,2.0,0.7,0.9,0.46568524999999994,0.95
12.0,400.972991,2.0,0.7,0.9,0.4222682928571428,1.0
13.0,207.37785,2.0,0.7,0.9,0.4151254357142857,0.95
14.0,203.038772,2.0,0.7,0.9,0.379264329375,1.0
15.0,375.316942,2.0,0.7,0.9,0.373014329375,0.95
16.0,189.294063,2.0,0.7,0.9,0.34320891605555554,1.0
17.0,205.404176,2.0,0.7,0.9,0.3376533605,0.95
18.0,203.274299,2.0,0.7,0.9,0.312721617115,1.0
19.0,315.917038,2.0,0.7,0.9,0.307721617115,0.95
20.0,387.293121,2.0,0.7,0.9,0.2867319381640909,1.0
21.0,166.479739,2.0,0.7,0.9,0.2821864836186364,0.95
22.0,220.441312,2.0,0.7,0.9,0.2644029936552917,1.0
23.0,165.819268,2.0,0.7,0.9,0.26023632698862503,0.95
24.0,178.672513,2.0,0.7,0.9,0.24507578051572693,1.0
25.0,176.499991,2.0,0.7,0.9,0.2412296266695731,0.95
26.0,148.222415,2.0,0.7,0.9,0.22822782876379394,1.0
27.0,175.09765,2.0,0.7,0.9,0.22465640019236535,0.95
28.0,184.628882,2.0,0.7,0.9,0.213442181459012,1.0
29.0,161.198208,2.0,0.7,0.9,0.21010884812567865,0.95
30.0,338.230862,2.0,0.7,0.9,0.20038393158247658,1.0
31.0,248.721227,2.0,0.7,0.9,0.1972589315824766,0.95
32.0,344.485948,2.0,0.7,0.9,0.18878235492492573,1.0
33.0,364.889452,2.0,0.7,0.9,0.1858411784543375,0.95
34.0,368.699035,2.0,0.7,0.9,0.1784172235337009,1.0
35.0,369.693121,2.0,0.7,0.9,0.17563944575592313,0.95
36.0,309.748823,2.0,0.7,0.9,0.1691082640276122,1.0
37.0,149.938262,2.0,0.7,0.9,0.16647668508024377,0.95
38.0,277.539424,2.0,0.7,0.9,0.1607069955783621,1.0
39.0,204.040551,2.0,0.7,0.9,0.1582069955783621,0.95
40.0,201.975784,2.0,0.7,0.9,0.15309037800462236,1.0
41.0,172.910323,2.0,0.7,0.9,0.15070942562366998,0.95
42.0,167.967632,2.0,0.7,0.9,0.14615584348490676,1.0
43.0,185.4275,2.0,0.7,0.9,0.14388311621217947,0.95
44.0,190.24632,2.0,0.7,0.9,0.13981739085511147,1.0
45.0,331.764225,2.0,0.7,0.9,0.1376434778116332,0.95
46.0,186.863688,2.0,0.7,0.9,0.13400249969863726,1.0
47.0,159.271674,2.0,0.7,0.9,0.13191916636530393,0.95
48.0,171.432986,2.0,0.7,0.9,0.12864967979748423,1.0
49.0,131.608662,2.0,0.7,0.9,0.12664967979748423,0.95
50.0,342.111793,2.0,0.7,0.9,0.1237065152483067,1.0
51.0,139.389265,2.0,0.7,0.9,0.12178343832522978,0.95
52.0,215.773996,2.0,0.7,0.9,0.11912809546367341,1.0
53.0,128.368067,2.0,0.7,0.9,0.11727624361182154,0.95
54.0,158.514639,2.0,0.7,0.9,0.11487575015226525,1.0
55.0,152.474417,2.0,0.7,0.9,0.11309003586655096,0.95
56.0,160.808823,2.0,0.7,0.9,0.11091602424084133,1.0
57.0,138.553891,2.0,0.7,0.9,0.10919188630980685,0.95
58.0,145.764033,2.0,0.7,0.9,0.10721984306963597,1.0
59.0,166.298696,2.0,0.7,0.9,0.1055531764029693,0.95
60.0,174.124501,2.0,0.7,0.9,0.10376182917620501,1.0
61.0,162.40236,2.0,0.7,0.9,0.10214892595039857,0.95
62.0,177.180435,2.0,0.7,0.9,0.10051974041011402,1.0
63.0,141.906252,2.0,0.7,0.9,0.09895724041011403,0.95
64.0,184.412771,2.0,0.7,0.9,0.09747400561171375,1.0
65.0,169.334612,2.0,0.7,0.9,0.09595885409656224,0.95
66.0,174.862985,2.0,0.7,0.9,0.09460733910678198,1.0
67.0,129.06638,2.0,0.7,0.9,0.09313675087148787,0.95
68.0,125.582786,2.0,0.7,0.9,0.09190441916404032,1.0
69.0,208.314408,2.0,0.7,0.9,0.09047584773546889,0.95
70.0,166.83397,2.0,0.7,0.9,0.08935161859774966,1.0
71.0,334.596749,2.0,0.7,0.9,0.08796272970886078,0.95
72.0,143.964878,2.0,0.7,0.9,0.08693677807198086,1.0
