customerId,ms,groupSize,rg,rb,userVectorFirstEle
1.0,171.772787,2.0,0.7,0.9,1.0
1.0,0.607761,2.0,0.7,0.9,0.95
1.0,5.221574,2.0,0.7,0.9,0.8325
1.0,0.518189,2.0,0.7,0.9,0.8075000000000001
1.0,0.488809,2.0,0.7,0.9,0.7101666666666666
1.0,0.363042,2.0,0.7,0.9,0.6935
1.0,0.380992,2.0,0.7,0.9,0.6140875
1.0,0.2942,2.0,0.7,0.9,0.6015874999999999
1.0,0.204379,2.0,0.7,0.9,0.536889
1.0,0.684458,2.0,0.7,0.9,0.5268889999999999
1.0,0.207092,2.0,0.7,0.9,0.47401858333333324
1.0,0.348589,2.0,0.7,0.9,0.46568524999999994
1.0,0.264889,2.0,0.7,0.9,0.4222682928571428
1.0,0.357301,2.0,0.7,0.9,0.4151254357142857
1.0,0.289747,2.0,0.7,0.9,0.379264329375
1.0,0.245493,2.0,0.7,0.9,0.373014329375
1.0,0.179744,2.0,0.7,0.9,0.34320891605555554
1.0,0.375103,2.0,0.7,0.9,0.3376533605
1.0,0.20248,2.0,0.7,0.9,0.312721617115
1.0,0.331775,2.0,0.7,0.9,0.307721617115
1.0,0.209816,2.0,0.7,0.9,0.2867319381640909
1.0,0.250577,2.0,0.7,0.9,0.2821864836186364
1.0,0.568398,2.0,0.7,0.9,0.2644029936552917
1.0,0.739812,2.0,0.7,0.9,0.26023632698862503
1.0,0.183291,2.0,0.7,0.9,0.24507578051572693
1.0,0.73463,2.0,0.7,0.9,0.2412296266695731
1.0,0.255686,2.0,0.7,0.9,0.22822782876379394
1.0,0.585017,2.0,0.7,0.9,0.22465640019236535
1.0,0.16915,2.0,0.7,0.9,0.213442181459012
1.0,0.325777,2.0,0.7,0.9,0.21010884812567865
1.0,0.204301,2.0,0.7,0.9,0.20038393158247658
1.0,0.369046,2.0,0.7,0.9,0.1972589315824766
1.0,0.518028,2.0,0.7,0.9,0.18878235492492573
1.0,0.264996,2.0,0.7,0.9,0.1858411784543375
1.0,0.304887,2.0,0.7,0.9,0.1784172235337009
1.0,1.049245,2.0,0.7,0.9,0.17563944575592313
1.0,0.232409,2.0,0.7,0.9,0.1691082640276122
1.0,0.27782,2.0,0.7,0.9,0.16647668508024377
1.0,0.244328,2.0,0.7,0.9,0.1607069955783621
1.0,0.246566,2.0,0.7,0.9,0.1582069955783621
1.0,0.185875,2.0,0.7,0.9,0.15309037800462236
1.0,0.178736,2.0,0.7,0.9,0.15070942562366998
1.0,0.229693,2.0,0.7,0.9,0.14615584348490676
1.0,0.343339,2.0,0.7,0.9,0.14388311621217947
1.0,0.125061,2.0,0.7,0.9,0.13981739085511147
1.0,0.200987,2.0,0.7,0.9,0.1376434778116332
1.0,0.361489,2.0,0.7,0.9,0.13400249969863726
1.0,0.402009,2.0,0.7,0.9,0.13191916636530393
1.0,0.12406,2.0,0.7,0.9,0.12864967979748423
1.0,0.172823,2.0,0.7,0.9,0.12664967979748423
1.0,0.231869,2.0,0.7,0.9,0.1237065152483067
1.0,0.261076,2.0,0.7,0.9,0.12178343832522978
1.0,0.153832,2.0,0.7,0.9,0.11912809546367341
1.0,0.147381,2.0,0.7,0.9,0.11727624361182154
1.0,0.152234,2.0,0.7,0.9,0.11487575015226525
1.0,0.172581,2.0,0.7,0.9,0.11309003586655096
1.0,0.128944,2.0,0.7,0.9,0.11091602424084133
1.0,0.188169,2.0,0.7,0.9,0.10919188630980685
1.0,0.118292,2.0,0.7,0.9,0.10721984306963597
1.0,0.219727,2.0,0.7,0.9,0.1055531764029693
1.0,0.202186,2.0,0.7,0.9,0.10376182917620501
1.0,0.215036,2.0,0.7,0.9,0.10214892595039857
1.0,0.165017,2.0,0.7,0.9,0.10051974041011402
1.0,0.358148,2.0,0.7,0.9,0.09895724041011403
1.0,0.295499,2.0,0.7,0.9,0.09747400561171375
1.0,0.20217,2.0,0.7,0.9,0.09595885409656224
1.0,0.182895,2.0,0.7,0.9,0.09460733910678198
1.0,0.173943,2.0,0.7,0.9,0.09313675087148787
1.0,0.157058,2.0,0.7,0.9,0.09190441916404032
1.0,0.295273,2.0,0.7,0.9,0.09047584773546889
1.0,0.172074,2.0,0.7,0.9,0.08935161859774966
1.0,0.192283,2.0,0.7,0.9,0.08796272970886078
1.0,0.249235,2.0,0.7,0.9,0.08693677807198086
1.0,0.231538,2.0,0.7,0.9,0.0855854267206295
1.0,0.209282,2.0,0.7,0.9,0.084649014528008
1.0,0.235763,2.0,0.7,0.9,0.08333322505432378
1.0,0.169502,2.0,0.7,0.9,0.08247855862679518
1.0,0.223404,2.0,0.7,0.9,0.0811965073447439
1.0,0.143982,2.0,0.7,0.9,0.0804166162627877
1.0,0.226738,2.0,0.7,0.9,0.0791666162627877
1.0,0.14961,2.0,0.7,0.9,0.07845525013068427
1.0,0.781821,2.0,0.7,0.9,0.07723573793556232
1.0,0.157937,2.0,0.7,0.9,0.0765872780654914
1.0,0.268036,2.0,0.7,0.9,0.07539680187501521
1.0,0.107694,2.0,0.7,0.9,0.07480618546803366
1.0,0.38546,2.0,0.7,0.9,0.07364339477035925
1.0,0.590141,2.0,0.7,0.9,0.07310604960426849
1.0,0.162504,2.0,0.7,0.9,0.07196968596790485
1.0,0.123377,2.0,0.7,0.9,0.07148147395136598
1.0,0.167472,2.0,0.7,0.9,0.07037036284025486
1.0,0.148537,2.0,0.7,0.9,0.0699275310753919
1.0,0.177918,2.0,0.7,0.9,0.06884057455365276
1.0,0.247632,2.0,0.7,0.9,0.06843971277931105
1.0,0.223453,2.0,0.7,0.9,0.067375882992077
1.0,0.104474,2.0,0.7,0.9,0.06701388646748611
1.0,0.38124,2.0,0.7,0.9,0.06597221980081945
1.0,0.490345,2.0,0.7,0.9,0.06564625684301088
1.0,0.383097,2.0,0.7,0.9,0.06462584867974558
1.0,0.709771,2.0,0.7,0.9,0.06433333219430547
1.0,0.707321,2.0,0.7,0.9,0.0656462568804633
1.0,1.115209,2.0,0.7,0.9,0.06701388646748613
1.0,0.315414,2.0,0.7,0.9,0.06701388652210423
1.0,0.812181,2.0,0.7,0.9,0.06843971277931107
1.0,0.341183,2.0,0.7,0.9,0.06843971285899707
1.0,0.868261,2.0,0.7,0.9,0.06992753107539194
