customerId,ms,groupSize,rg,rb,userVectorFirstEle,lastGroupVectorFirstEle
1.0,20.242597,2.0,0.7,0.9,0.006446225784903141,1.0
1.0,7.712383,2.0,0.7,0.9,0.006358768406961181,0.95
1.0,2.726808,2.0,0.7,0.9,0.006459170013386884,1.0
1.0,2.117511,2.0,0.7,0.9,0.006371562709590883,0.95
1.0,1.475544,2.0,0.7,0.9,0.006472166331321266,1.0
1.0,1.481245,2.0,0.7,0.9,0.006384408602150546,0.95
1.0,1.716328,2.0,0.7,0.9,0.006485215053763449,1.0
1.0,1.419652,2.0,0.7,0.9,0.00639730639730641,0.95
1.0,1.361444,2.0,0.7,0.9,0.006498316498316511,1.0
1.0,1.389387,2.0,0.7,0.9,0.006410256410256429,0.95
1.0,2.743055,2.0,0.7,0.9,0.0065114709851552145,1.0
1.0,1.36493,2.0,0.7,0.9,0.006423258958755943,0.95
1.0,1.141508,2.0,0.7,0.9,0.006524678837052089,1.0
1.0,1.7219,2.0,0.7,0.9,0.00643631436314367,0.95
1.0,0.793559,2.0,0.7,0.9,0.006537940379403833,1.0
1.0,3.623223,2.0,0.7,0.9,0.006449422946368012,0.95
1.0,0.804565,2.0,0.7,0.9,0.006551255940258033,1.0
1.0,1.004536,2.0,0.7,0.9,0.006462585034013686,0.95
1.0,16.493889,2.0,0.7,0.9,0.006564625850340217,1.0
1.0,0.993793,2.0,0.7,0.9,0.006475800954328679,0.95
1.0,0.941979,2.0,0.7,0.9,0.006578050443081235,1.0
1.0,0.927316,2.0,0.7,0.9,0.006489071038251535,0.95
1.0,0.791448,2.0,0.7,0.9,0.006591530054644978,1.0
1.0,2.530545,2.0,0.7,0.9,0.006502395619438982,0.95
1.0,0.715452,2.0,0.7,0.9,0.006605065023956436,1.0
1.0,0.788599,2.0,0.7,0.9,0.006515775034293898,0.95
1.0,0.846855,2.0,0.7,0.9,0.006618655692730112,1.0
1.0,0.92357,2.0,0.7,0.9,0.006529209621993621,0.95
1.0,0.870514,2.0,0.7,0.9,0.006632302405498776,1.0
1.0,1.084029,2.0,0.7,0.9,0.006542699724518614,0.95
1.0,3.952077,2.0,0.7,0.9,0.006646005509642582,1.0
1.0,0.717746,2.0,0.7,0.9,0.006556245686681485,0.95
1.0,0.914869,2.0,0.7,0.9,0.006659765355418545,1.0
