batchId,ms,groupSize,rg,rb,userVectorFirstEle,lastGroupVectorFirstEle
0.0,2184.846608,2.0,0.7,0.9,1.0,1.0
1.0,686.740515,2.0,0.7,0.9,0.95,0.95
2.0,423.920898,2.0,0.7,0.9,0.8325,1.0
3.0,364.48358,2.0,0.7,0.9,0.8075000000000001,0.95
4.0,358.978038,2.0,0.7,0.9,0.7101666666666666,1.0
5.0,407.734249,2.0,0.7,0.9,0.6935,0.95
6.0,386.792218,2.0,0.7,0.9,0.6140875,1.0
7.0,304.893395,2.0,0.7,0.9,0.6015874999999999,0.95
8.0,332.884358,2.0,0.7,0.9,0.536889,1.0
9.0,391.140955,2.0,0.7,0.9,0.5268889999999999,0.95
10.0,336.835799,2.0,0.7,0.9,0.47401858333333324,1.0
11.0,329.169254,2.0,0.7,0.9,0.46568524999999994,0.95
12.0,292.691505,2.0,0.7,0.9,0.4222682928571428,1.0
13.0,893.979464,2.0,0.7,0.9,0.4151254357142857,0.95
14.0,191.193068,2.0,0.7,0.9,0.379264329375,1.0
15.0,396.59621,2.0,0.7,0.9,0.373014329375,0.95
16.0,356.969027,2.0,0.7,0.9,0.34320891605555554,1.0
17.0,318.607903,2.0,0.7,0.9,0.3376533605,0.95
18.0,141.409121,2.0,0.7,0.9,0.312721617115,1.0
19.0,283.915383,2.0,0.7,0.9,0.307721617115,0.95
20.0,187.889284,2.0,0.7,0.9,0.2867319381640909,1.0
21.0,150.08055,2.0,0.7,0.9,0.2821864836186364,0.95
22.0,180.293274,2.0,0.7,0.9,0.2644029936552917,1.0
23.0,191.737369,2.0,0.7,0.9,0.26023632698862503,0.95
24.0,186.326989,2.0,0.7,0.9,0.24507578051572693,1.0
25.0,323.641085,2.0,0.7,0.9,0.2412296266695731,0.95
26.0,288.25265,2.0,0.7,0.9,0.22822782876379394,1.0
27.0,337.075826,2.0,0.7,0.9,0.22465640019236535,0.95
28.0,154.839437,2.0,0.7,0.9,0.213442181459012,1.0
29.0,144.400703,2.0,0.7,0.9,0.21010884812567865,0.95
30.0,360.26344,2.0,0.7,0.9,0.20038393158247658,1.0
31.0,162.550774,2.0,0.7,0.9,0.1972589315824766,0.95
32.0,178.6031,2.0,0.7,0.9,0.18878235492492573,1.0
33.0,165.536038,2.0,0.7,0.9,0.1858411784543375,0.95
34.0,174.725651,2.0,0.7,0.9,0.1784172235337009,1.0
35.0,142.387431,2.0,0.7,0.9,0.17563944575592313,0.95
36.0,173.773946,2.0,0.7,0.9,0.1691082640276122,1.0
37.0,143.738049,2.0,0.7,0.9,0.16647668508024377,0.95
38.0,147.619045,2.0,0.7,0.9,0.1607069955783621,1.0
39.0,190.293789,2.0,0.7,0.9,0.1582069955783621,0.95
40.0,126.776816,2.0,0.7,0.9,0.15309037800462236,1.0
41.0,162.832074,2.0,0.7,0.9,0.15070942562366998,0.95
42.0,144.581098,2.0,0.7,0.9,0.14615584348490676,1.0
43.0,126.398945,2.0,0.7,0.9,0.14388311621217947,0.95
44.0,130.233619,2.0,0.7,0.9,0.13981739085511147,1.0
45.0,163.353302,2.0,0.7,0.9,0.1376434778116332,0.95
46.0,261.694035,2.0,0.7,0.9,0.13400249969863726,1.0
47.0,1228.753626,2.0,0.7,0.9,0.13191916636530393,0.95
48.0,278.040245,2.0,0.7,0.9,0.12864967979748423,1.0
49.0,202.696654,2.0,0.7,0.9,0.12664967979748423,0.95
50.0,170.40894,2.0,0.7,0.9,0.1237065152483067,1.0
51.0,146.569153,2.0,0.7,0.9,0.12178343832522978,0.95
52.0,183.22701,2.0,0.7,0.9,0.11912809546367341,1.0
53.0,177.687983,2.0,0.7,0.9,0.11727624361182154,0.95
54.0,193.552515,2.0,0.7,0.9,0.11487575015226525,1.0
55.0,196.45649,2.0,0.7,0.9,0.11309003586655096,0.95
56.0,147.070429,2.0,0.7,0.9,0.11091602424084133,1.0
57.0,123.051659,2.0,0.7,0.9,0.10919188630980685,0.95
58.0,165.0694,2.0,0.7,0.9,0.10721984306963597,1.0
59.0,137.729423,2.0,0.7,0.9,0.1055531764029693,0.95
60.0,117.326004,2.0,0.7,0.9,0.10376182917620501,1.0
61.0,148.598802,2.0,0.7,0.9,0.10214892595039857,0.95
62.0,134.595874,2.0,0.7,0.9,0.10051974041011402,1.0
63.0,144.80844,2.0,0.7,0.9,0.09895724041011403,0.95
