customerId,ms,groupSize,rg,rb,userVectorFirstEle,lastGroupVectorFirstEle
1.0,53.03768,2.0,0.7,0.9,1.0,1.0
1.0,0.446849,2.0,0.7,0.9,0.95,0.95
1.0,4.037002,2.0,0.7,0.9,0.8325,1.0
1.0,0.382723,2.0,0.7,0.9,0.8075000000000001,0.95
1.0,0.250754,2.0,0.7,0.9,0.7101666666666666,1.0
1.0,0.299764,2.0,0.7,0.9,0.6935,0.95
1.0,0.283447,2.0,0.7,0.9,0.6140875,1.0
1.0,0.391269,2.0,0.7,0.9,0.6015874999999999,0.95
1.0,0.231844,2.0,0.7,0.9,0.536889,1.0
1.0,0.465445,2.0,0.7,0.9,0.5268889999999999,0.95
1.0,2.712832,2.0,0.7,0.9,0.47401858333333324,1.0
1.0,0.403544,2.0,0.7,0.9,0.46568524999999994,0.95
1.0,0.632396,2.0,0.7,0.9,0.4222682928571428,1.0
1.0,0.269229,2.0,0.7,0.9,0.4151254357142857,0.95
1.0,0.239648,2.0,0.7,0.9,0.379264329375,1.0
1.0,0.36518,2.0,0.7,0.9,0.373014329375,0.95
1.0,0.254481,2.0,0.7,0.9,0.34320891605555554,1.0
1.0,0.168788,2.0,0.7,0.9,0.3376533605,0.95
1.0,0.159871,2.0,0.7,0.9,0.312721617115,1.0
1.0,0.863662,2.0,0.7,0.9,0.307721617115,0.95
1.0,0.246996,2.0,0.7,0.9,0.2867319381640909,1.0
1.0,0.327613,2.0,0.7,0.9,0.2821864836186364,0.95
1.0,0.152283,2.0,0.7,0.9,0.2644029936552917,1.0
1.0,0.316018,2.0,0.7,0.9,0.26023632698862503,0.95
1.0,0.187536,2.0,0.7,0.9,0.24507578051572693,1.0
1.0,0.385446,2.0,0.7,0.9,0.2412296266695731,0.95
1.0,0.180028,2.0,0.7,0.9,0.22822782876379394,1.0
1.0,0.430242,2.0,0.7,0.9,0.22465640019236535,0.95
1.0,0.211105,2.0,0.7,0.9,0.213442181459012,1.0
1.0,0.590786,2.0,0.7,0.9,0.21010884812567865,0.95
1.0,0.15259,2.0,0.7,0.9,0.20038393158247658,1.0
1.0,0.255514,2.0,0.7,0.9,0.1972589315824766,0.95
1.0,0.528109,2.0,0.7,0.9,0.18878235492492573,1.0
1.0,0.41404,2.0,0.7,0.9,0.1858411784543375,0.95
